100,100.215,100.108,100.143,99.939,99.8781,100.022,100.181,100.121,100.094,100.061,100.103,100.148,100.142,100.189,100.432,100.508,100.657,100.586,100.507,100.528,100.35,100.307,100.419,100.37,100.471,100.487,100.596,100.74,100.738,100.808,100.77,100.68,100.55,100.418,100.352,100.366,100.351,100.402,100.418,100.359,100.279,100.186,100.215,100.288,100.338,100.399,100.33,100.223,100.442,100.54,100.621,100.605,100.541,100.526,100.652,100.794,100.876,100.966,101.188,101.175,101.252,101.47,101.368,101.352,101.403,101.379,101.519,101.508,101.539,101.558,101.713,101.647,101.608,101.487,101.682,101.552,101.663,101.496,101.37,101.426,101.477,101.622,101.738,101.673,101.66,101.867,101.973,101.946,102.03,102.011,102.014,101.991,101.986,102.273,102.265,102.347,102.304,102.164,102.124,102.325,
100,99.9809,100.04,100.097,100.106,100.024,99.9795,100.034,99.9782,99.9636,99.9956,99.9693,99.8981,99.894,99.8677,99.8297,100.069,99.9614,99.9695,100.004,100.009,99.8715,99.9963,100.006,100.111,100.068,100.141,100.196,100.263,100.255,100.298,100.287,100.285,100.535,100.323,100.408,100.494,100.547,100.478,100.489,100.693,100.762,100.892,100.789,100.9,100.99,101.069,100.986,100.913,100.802,101.013,101.149,101.237,101.278,101.345,101.507,101.398,101.427,101.293,101.213,101.335,101.423,101.577,101.693,101.537,101.719,101.816,101.846,101.874,101.96,101.943,102.105,102.224,102.044,102.066,101.989,101.992,102.201,102.239,102.294,102.313,102.383,102.309,102.305,102.411,102.284,102.205,102.235,102.232,102.434,102.422,102.465,102.699,102.803,102.901,102.878,102.986,102.933,102.972,103,102.996,
100,100.157,100.242,100.187,100.235,100.246,100.226,100.064,100.1,100.118,100.282,100.279,100.154,100.246,100.184,100.281,100.346,100.404,100.448,100.569,100.623,100.541,100.642,100.647,100.564,100.581,100.625,100.642,100.522,100.605,100.527,100.496,100.594,100.587,100.63,100.726,100.925,101.013,101.047,100.931,100.982,101.11,100.968,100.971,101.139,101.198,101.114,101.355,101.528,101.591,101.584,101.649,101.8,101.967,101.991,102.067,102.016,102.155,102.098,102.003,101.819,101.871,101.925,101.877,101.97,102.162,102.143,102.093,102.184,102.26,102.405,102.25,102.358,102.338,102.417,102.474,102.348,102.575,102.716,102.777,102.658,102.74,102.78,102.751,102.691,102.772,102.58,102.664,102.843,103.102,103.247,103.266,103.167,103.2,103.158,103.19,103.306,103.332,103.357,103.403,103.337,
100,99.8538,99.8166,99.8547,99.7991,99.7376,99.8097,99.866,99.8629,99.9079,99.9372,99.8872,99.945,99.8588,99.9636,100.154,100.209,100.218,100.216,100.253,100.314,100.296,100.41,100.417,100.518,100.664,100.769,100.941,100.96,100.889,100.948,100.984,100.91,100.849,100.947,100.904,100.848,100.779,100.866,100.921,101.029,101.13,101.21,101.463,101.318,101.367,101.298,101.445,101.616,101.645,101.719,101.643,101.566,101.589,101.519,101.519,101.458,101.447,101.417,101.327,101.287,101.293,101.218,101.2,101.499,101.646,101.616,101.734,101.739,101.842,101.846,101.914,101.925,102.001,101.898,101.893,101.841,101.84,101.853,101.857,101.677,101.735,101.807,101.801,101.585,101.546,101.662,101.594,101.527,101.536,101.522,101.437,101.426,101.277,101.244,101.228,101.24,101.256,101.299,101.489,101.572,
100,100.066,99.9672,99.9119,99.9668,99.9383,99.8341,99.9645,100.119,100.211,100.102,100.279,100.261,100.239,100.157,100.259,100.37,100.454,100.541,100.541,100.501,100.577,100.506,100.494,100.531,100.755,100.789,100.879,100.806,100.743,100.895,100.816,100.825,100.937,100.887,100.758,100.665,100.725,100.681,100.703,100.607,100.764,100.848,100.912,100.937,101.05,101.002,100.961,101.002,101.054,101.193,101.195,101.291,101.361,101.365,101.441,101.527,101.559,101.488,101.646,101.719,101.766,101.917,101.974,102.027,102.122,102.271,102.179,102.303,102.22,102.215,102.063,102.027,102.019,101.832,101.751,101.811,102.095,102.11,102.372,102.468,102.532,102.617,102.69,102.653,102.585,102.425,102.448,102.539,102.414,102.431,102.347,102.324,102.338,102.361,102.284,102.418,102.342,102.373,102.261,102.424,
100,100.146,100.174,100.259,100.443,100.423,100.462,100.589,100.59,100.537,100.578,100.549,100.573,100.341,100.484,100.5,100.429,100.478,100.604,100.726,100.805,100.949,100.994,101.012,100.867,100.888,100.875,101.01,101.089,101.211,101.21,101.072,101.077,101.107,101.11,101.228,101.192,101.099,101.134,101.229,101.225,101.215,101.404,101.447,101.516,101.674,101.589,101.431,101.295,101.573,101.735,101.787,101.816,101.886,101.858,101.816,101.822,101.868,101.94,102.076,102.062,102.216,102.206,102.101,102.207,102.131,102.175,102.359,102.381,102.362,102.373,102.496,102.4,102.364,102.216,102.18,102.089,102.107,102.29,102.428,102.404,102.345,102.38,102.405,102.449,102.447,102.337,102.426,102.467,102.364,102.541,102.659,102.715,102.774,102.835,102.766,102.689,102.754,102.662,102.672,102.861,
100,100.137,100.179,100.423,100.532,100.481,100.357,100.508,100.525,100.403,100.515,100.757,100.781,100.663,100.769,100.743,100.586,100.498,100.489,100.597,100.529,100.593,100.639,100.611,100.719,100.758,100.827,100.767,100.827,100.91,101.051,101.002,101.011,101.061,101.153,101.276,101.102,101.11,100.976,101.077,101.169,101.143,101.057,101.024,101.146,101.038,101.039,101.066,101.179,101.153,101.275,101.318,101.208,101.365,101.398,101.283,101.248,101.294,101.297,101.553,101.6,101.485,101.63,101.834,101.917,101.883,101.986,102.008,102.093,102.129,102.069,102.222,102.228,102.037,102.045,101.824,101.681,101.647,101.592,101.53,101.555,101.464,101.614,101.68,101.712,101.738,101.918,101.898,102.054,101.972,102.035,101.979,102.063,101.982,102.021,102.061,101.928,102.142,102.185,102.318,102.267,
100,100.083,99.9437,99.9309,100.041,99.9772,100.118,100.141,100.112,100.232,100.158,100.138,100.247,100.35,100.346,100.277,100.41,100.593,100.599,100.678,100.76,100.872,100.694,100.693,100.57,100.586,100.678,100.719,100.778,100.846,101.001,100.987,101.228,101.233,101.358,101.118,101.031,101.151,101.245,101.114,101.24,101.204,101.049,101.069,101.11,101.298,101.246,101.301,101.495,101.585,101.502,101.537,101.671,101.708,101.596,101.552,101.682,101.678,101.573,101.54,101.612,101.595,101.509,101.393,101.315,101.247,101.05,101.107,101.175,101.173,101.263,101.085,101,100.961,100.905,100.932,100.901,100.788,100.898,100.784,100.862,100.925,100.888,101.006,101.237,101.263,101.186,101.355,101.392,101.412,101.415,101.525,101.605,101.517,101.565,101.544,101.595,101.701,101.756,101.837,101.828,
100,99.9313,99.9476,99.5881,99.4819,99.3888,99.4454,99.2688,99.3649,99.332,99.4848,99.4332,99.5758,99.6072,99.6437,99.5474,99.5419,99.5339,99.6489,99.727,99.8214,99.936,100.038,99.9491,99.9066,99.9069,99.9601,100.037,99.9307,99.8622,99.8717,99.853,99.8841,99.9858,100.061,99.7965,99.809,99.7582,99.6417,99.5924,99.677,99.8497,99.6844,99.6722,99.5956,99.5556,99.5068,99.5029,99.5268,99.5692,99.6672,99.7492,99.8338,99.7873,99.7183,99.8421,99.9623,100.08,100.084,100.03,100.018,99.9653,99.9514,99.9353,100.046,99.8336,99.8058,99.7736,99.7902,99.9743,100.033,100.19,100.224,100.28,100.463,100.41,100.702,100.7,100.665,100.612,100.706,100.638,100.624,100.7,100.61,100.701,100.818,100.895,101.042,101.071,101.127,101.028,100.938,101.151,101.056,101.01,100.994,101.002,101.051,101.178,101.118,
100,100.128,100.034,100.16,100.109,100.149,100.206,100.15,100.254,100.336,100.375,100.256,100.232,100.236,100.2,100.091,100.269,100.388,100.441,100.438,100.442,100.437,100.445,100.553,100.338,100.456,100.515,100.517,100.491,100.505,100.449,100.527,100.439,100.329,100.409,100.39,100.253,100.255,100.3,100.295,100.388,100.449,100.439,100.461,100.563,100.582,100.808,100.852,101.081,100.973,101.065,101.048,101.129,101.362,101.299,101.284,101.37,101.438,101.427,101.565,101.593,101.514,101.575,101.478,101.488,101.576,101.731,101.806,101.787,101.735,101.694,101.885,101.909,101.979,102.039,102.006,101.964,102.012,101.95,102.059,101.99,101.766,101.805,101.528,101.65,101.548,101.622,101.674,101.628,101.51,101.411,101.394,101.297,101.402,101.299,101.403,101.37,101.467,101.326,101.42,101.532,
